user_id,spent_money,items_quantity,recommendation_percentage
76561198061416358,0.0,3,100%
76561198061417187,6443.55,645,98%
76561198061417377,709.29,71,96%
76561198061419010,1739.1299999999999,87,94%
76561198061421046,6443.55,645,98%
76561198061426699,0.0,54,91%
76561198061432344,709.29,71,96%
76561198061435005,149.85,15,100%
76561198061436096,149.85,15,100%
76561198061436227,6443.55,645,98%
76561198061442523,6443.55,645,98%
76561198061442870,19.99,1,100%
76561198061442880,4877.5599999999995,244,99%
76561198061443170,4877.5599999999995,244,99%
76561198061448211,6443.55,645,98%
76561198061448653,279.85999999999996,14,100%
76561198061450764,709.29,71,96%
76561198061451329,25662.88,1712,95%
76561198061452784,219.78,22,100%
76561198061456632,1739.1299999999999,87,94%
76561198061456944,29.97,3,100%
76561198061461326,6443.55,645,98%
76561198061466194,0.0,22,77%
76561198061472798,0.0,41,71%
76561198061473772,6443.55,645,98%
76561198061476251,1739.1299999999999,87,94%
76561198061476928,1739.1299999999999,87,94%
76561198061482524,6443.55,645,98%
76561198061483599,884.41,59,97%
76561198061488872,6443.55,645,98%
76561198061489833,1739.1299999999999,87,94%
76561198061490746,179.91,9,100%
76561198061490996,1739.1299999999999,87,94%
76561198061493090,6443.55,645,98%
76561198061494776,1549.3799999999999,62,94%
76561198061496166,1739.1299999999999,87,94%
76561198061496960,6443.55,645,98%
76561198061498069,1739.1299999999999,87,94%
76561198061498494,4877.5599999999995,244,99%
76561198061499521,6443.55,645,98%
76561198061499956,6443.55,645,98%
76561198061500781,6443.55,645,98%
76561198061502195,1739.1299999999999,87,94%
76561198061502870,339.66,34,100%
76561198061503100,6443.55,645,98%
76561198061503548,2258.87,113,99%
76561198061504510,1739.1299999999999,87,94%
76561198061504928,6443.55,645,98%
76561198061505714,1739.1299999999999,87,94%
76561198061506904,6443.55,645,98%
76561198061508137,6443.55,645,98%
76561198061509352,6443.55,645,98%
76561198061512317,26.97,3,100%
76561198061516128,6443.55,645,98%
76561198061516951,219.78,22,100%
76561198061523132,6443.55,645,98%
76561198061525172,54.89,11,73%
76561198061525250,4877.5599999999995,244,99%
76561198061526671,6443.55,645,98%
76561198061529439,6443.55,645,98%
76561198061531541,9.99,1,100%
76561198061532309,6443.55,645,98%
76561198061532474,6443.55,645,98%
76561198061533143,219.78,22,100%
76561198061533792,2438.7799999999997,122,97%
76561198061535381,6443.55,645,98%
76561198061543340,79.96,4,75%
76561198061543472,9.99,1,100%
76561198061544141,1739.1299999999999,87,94%
76561198061544246,89.91,9,89%
76561198061546046,39.92,8,62%
76561198061547085,6443.55,645,98%
76561198061548698,6443.55,645,98%
76561198061549635,644.57,43,93%
76561198061550514,6443.55,645,98%
76561198061551271,559.7199999999999,28,100%
76561198061551741,6443.55,645,98%
76561198061552868,6443.55,645,98%
76561198061554132,6443.55,645,98%
76561198061556825,6443.55,645,98%
76561198061556863,6443.55,645,98%
76561198061557213,39.98,2,100%
76561198061557684,1739.1299999999999,87,94%
76561198061557762,4.99,1,100%
76561198061558304,6443.55,645,98%
76561198061559337,6443.55,645,98%
76561198061559559,709.29,71,96%
76561198061564521,6443.55,645,98%
76561198061566214,6443.55,645,98%
76561198061567619,19.98,2,100%
76561198061570298,709.29,71,96%
76561198061571382,6443.55,645,98%
76561198061574008,59.97,3,100%
76561198061575266,6443.55,645,98%
76561198061576807,6443.55,645,98%
76561198061579283,6443.55,645,98%
76561198061580115,29.97,3,100%
76561198061582371,569.4300000000001,57,96%
76561198061587560,6443.55,645,98%
76561198061589212,0.0,31,97%
76561198061592655,709.29,71,96%
76561198061600791,1739.1299999999999,87,94%
76561198061601793,219.78,22,100%
76561198061604395,59.97,3,100%
76561198061604655,884.41,59,97%
76561198061607424,139.92999999999998,7,100%
76561198061608777,6443.55,645,98%
76561198061610437,6443.55,645,98%
76561198061611219,709.29,71,96%
76561198061611568,409.59000000000003,41,98%
76561198061612485,339.66,34,100%
76561198061613528,49.95,5,100%
76561198061617558,0.0,329,91%
76561198061618506,6443.55,645,98%
76561198061623492,6443.55,645,98%
76561198061632434,709.29,71,96%
76561198061634560,709.29,71,96%
76561198061635675,6443.55,645,98%
76561198061635784,149.85,15,100%
76561198061638149,38.97,3,100%
76561198061638629,6443.55,645,98%
76561198061639357,89.91,9,89%
76561198061639923,9.99,1,100%
76561198061641157,99.9,10,100%
76561198061641477,29.97,3,67%
76561198061642890,6443.55,645,98%
76561198061644791,6443.55,645,98%
76561198061648547,54.89,11,73%
76561198061650250,29.97,3,100%
76561198061650490,709.29,71,96%
76561198061650815,2997.0,300,98%
76561198061652444,6443.55,645,98%
76561198061652531,6443.55,645,98%
76561198061654205,2997.0,300,98%
76561198061657991,599.6999999999999,30,93%
76561198061658057,149.85,15,100%
76561198061658396,2438.7799999999997,122,97%
76561198061663176,1739.1299999999999,87,94%
76561198061669101,709.29,71,96%
76561198061669856,2399.6,40,88%
76561198061671823,6443.55,645,98%
76561198061672663,2258.87,113,99%
76561198061672800,24.950000000000003,5,100%
76561198061675176,709.29,71,96%
76561198061678387,9.99,1,100%
76561198061679549,9.99,1,100%
76561198061680696,0.0,54,91%
76561198061680987,1739.1299999999999,87,94%
76561198061681728,199.89999999999998,10,100%
76561198061681800,1739.1299999999999,87,94%
76561198061683006,1739.1299999999999,87,94%
76561198061683278,6443.55,645,98%
76561198061684187,4877.5599999999995,244,99%
76561198061687154,6443.55,645,98%
76561198061688351,6443.55,645,98%
76561198061690682,1739.1299999999999,87,94%
76561198061691718,219.78,22,100%
76561198061692600,6443.55,645,98%
76561198061694419,89.94,6,100%
76561198061695892,1739.1299999999999,87,94%
76561198061696222,6443.55,645,98%
76561198061696330,6443.55,645,98%
76561198061702706,4877.5599999999995,244,99%
76561198061705846,29.97,3,100%
76561198061705911,359.82,18,100%
76561198061706938,359.82,18,100%
76561198061707412,709.29,71,96%
76561198061708625,599.6999999999999,30,93%
76561198061712817,1739.1299999999999,87,94%
76561198061716509,569.4300000000001,57,96%
76561198061718607,6443.55,645,98%
76561198061722932,6443.55,645,98%
76561198061723231,1739.1299999999999,87,94%
76561198061725043,0.0,43,86%
76561198061726069,709.29,71,96%
76561198061726542,1739.1299999999999,87,94%
76561198061728848,6443.55,645,98%
76561198061730245,1739.1299999999999,87,94%
76561198061730301,29.97,3,100%
76561198061730629,1739.1299999999999,87,94%
76561198061733989,559.7199999999999,28,100%
76561198061734561,3938.0299999999997,197,97%
76561198061736113,6443.55,645,98%
76561198061738634,1739.1299999999999,87,94%
76561198061742151,6443.55,645,98%
76561198061743678,6443.55,645,98%
76561198061745619,6443.55,645,98%
76561198061748090,709.29,71,96%
76561198061749731,709.29,71,96%
76561198061752173,6443.55,645,98%
76561198061757134,1739.1299999999999,87,94%
76561198061759775,1739.1299999999999,87,94%
76561198061760543,6443.55,645,98%
76561198061763194,1739.1299999999999,87,94%
76561198061768655,6443.55,645,98%
76561198061768748,1739.1299999999999,87,94%
76561198061769804,3.98,2,100%
76561198061771471,1739.1299999999999,87,94%
76561198061771939,6443.55,645,98%
76561198061772450,19.98,2,100%
76561198061773147,19.98,2,100%
76561198061775209,139.92999999999998,7,100%
76561198061777437,6443.55,645,98%
76561198061780141,6443.55,645,98%
76561198061782986,6443.55,645,98%
76561198061783922,99.9,10,100%
76561198061784934,6443.55,645,98%
76561198061785823,103.92,8,100%
76561198061790693,6443.55,645,98%
76561198061792391,559.7199999999999,28,100%
76561198061794492,4877.5599999999995,244,99%
76561198061795146,6443.55,645,98%
76561198061795542,44.97,3,100%
76561198061796524,6443.55,645,98%
76561198061797422,1739.1299999999999,87,94%
76561198061797885,6443.55,645,98%
76561198061798576,49.95,5,100%
76561198061801096,2997.0,300,98%
76561198061803718,9.99,1,100%
76561198061804339,6443.55,645,98%
76561198061805148,2997.0,300,98%
76561198061805895,6443.55,645,98%
76561198061806516,2438.7799999999997,122,97%
76561198061807844,0.0,53,83%
76561198061808307,219.78,22,100%
76561198061812497,0.0,8,100%
76561198061812704,6443.55,645,98%
76561198061814216,2997.0,300,98%
76561198061818198,2438.7799999999997,122,97%
7656119806181852,6443.55,645,98%
76561198061818716,6443.55,645,98%
76561198061819812,1739.1299999999999,87,94%
76561198061820192,709.29,71,96%
76561198061821088,209.86,14,71%
76561198061821406,4877.5599999999995,244,99%
76561198061821510,2258.87,113,99%
76561198061822213,89.91,9,89%
76561198061822230,6443.55,645,98%
76561198061828206,6443.55,645,98%
76561198061829408,239.88,12,100%
76561198061830017,2258.87,113,99%
76561198061830226,709.29,71,96%
76561198061830331,6443.55,645,98%
76561198061832950,4877.5599999999995,244,99%
76561198061834028,139.92999999999998,7,100%
76561198061834064,149.85,15,100%
76561198061835484,6443.55,645,98%
76561198061835817,9.99,1,no recommendation
76561198061836100,4.99,1,100%
76561198061837170,89.91,9,100%
76561198061837772,339.66,34,100%
76561198061838369,1739.1299999999999,87,94%
76561198061839715,6443.55,645,98%
76561198061840648,644.57,43,93%
76561198061841270,0.0,70,73%
76561198061846123,1739.1299999999999,87,94%
76561198061846218,4877.5599999999995,244,99%
76561198061846734,599.6999999999999,30,93%
76561198061850349,599.6999999999999,30,93%
76561198061851487,709.29,71,96%
76561198061857771,1739.1299999999999,87,94%
76561198061858672,559.7199999999999,28,100%
76561198061859859,6443.55,645,98%
76561198061861251,709.29,71,96%
76561198061862367,6443.55,645,98%
76561198061864246,6443.55,645,98%
76561198061865109,439.89000000000004,11,100%
76561198061865729,6443.55,645,98%
76561198061865945,19.98,2,100%
76561198061866558,219.78,22,100%
76561198061867856,149.85,15,100%
76561198061868754,6443.55,645,98%
76561198061871257,0.0,11,64%
76561198061875109,569.4300000000001,57,96%
76561198061875140,1739.1299999999999,87,94%
76561198061875393,1739.1299999999999,87,94%
76561198061877131,2258.87,113,99%
76561198061877289,4877.5599999999995,244,99%
76561198061878375,1739.1299999999999,87,94%
76561198061879116,6443.55,645,98%
76561198061879362,1739.1299999999999,87,94%
76561198061879489,1739.1299999999999,87,94%
76561198061880504,6443.55,645,98%
76561198061882668,709.29,71,96%
76561198061883476,6443.55,645,98%
76561198061887229,884.41,59,97%
76561198061889880,99.94999999999999,5,100%
76561198061891621,35.97,3,no recommendation
76561198061893332,6443.55,645,98%
76561198061894340,1739.1299999999999,87,94%
76561198061894861,219.78,22,100%
76561198061895767,1739.1299999999999,87,94%
76561198061897574,6443.55,645,98%
76561198061903486,2997.0,300,98%
76561198061903823,6443.55,645,98%
76561198061904060,29.97,3,100%
76561198061904130,1739.1299999999999,87,94%
76561198061904168,4877.5599999999995,244,99%
76561198061905144,179.91,9,100%
76561198061905406,2258.87,113,99%
76561198061905521,709.29,71,96%
76561198061909456,259.74,26,100%
76561198061910554,709.29,71,96%
76561198061915420,1739.1299999999999,87,94%
76561198061916756,149.85,15,100%
76561198061917277,1739.1299999999999,87,94%
76561198061919201,1739.1299999999999,87,94%
76561198061921235,1739.1299999999999,87,94%
76561198061922261,429.57,43,98%
76561198061925576,2997.0,300,98%
76561198061925591,1739.1299999999999,87,94%
76561198061932282,6443.55,645,98%
76561198061936257,6443.55,645,98%
76561198061936273,4877.5599999999995,244,99%
76561198061938987,1739.1299999999999,87,94%
76561198061939531,6443.55,645,98%
76561198061944685,49.95,5,100%
76561198061950314,1739.1299999999999,87,94%
76561198061952215,1739.1299999999999,87,94%
76561198061953677,29.97,3,67%
76561198061955040,6443.55,645,98%
76561198061957830,6443.55,645,98%
76561198061959694,4877.5599999999995,244,99%
76561198061962131,259.74,26,100%
76561198061962556,149.85,15,100%
76561198061962799,6443.55,645,98%
76561198061964638,59.97,3,100%
76561198061967929,199.89999999999998,10,100%
76561198061968112,59.97,3,100%
76561198061971210,9.99,1,100%
76561198061971364,4877.5599999999995,244,99%
76561198061972253,6443.55,645,98%
76561198061975204,2997.0,300,98%
76561198061975439,25662.88,1712,95%
76561198061976252,709.29,71,96%
76561198061976848,39.96,4,100%
76561198061977789,1739.1299999999999,87,94%
76561198061978018,109.89,11,91%
76561198061980365,6443.55,645,98%
76561198061981193,6443.55,645,98%
76561198061983737,6443.55,645,98%
76561198061985171,1739.1299999999999,87,94%
76561198061987145,6443.55,645,98%
76561198061990647,2997.0,300,98%
76561198061996985,1739.1299999999999,87,94%
76561198062000997,6443.55,645,98%
76561198062001078,429.57,43,98%
76561198062001305,0.0,58,95%
76561198062002959,1739.1299999999999,87,94%
76561198062005261,439.89000000000004,11,100%
76561198062008042,6443.55,645,98%
76561198062009047,4877.5599999999995,244,99%
76561198062009282,709.29,71,96%
76561198062017038,6443.55,645,98%
76561198062017158,6443.55,645,98%
76561198062018733,179.91,9,100%
76561198062019256,1739.1299999999999,87,94%
76561198062021222,6443.55,645,98%
76561198062026716,1739.1299999999999,87,94%
76561198062028172,6443.55,645,98%
76561198062033817,6443.55,645,98%
76561198062034910,6443.55,645,98%
76561198062036370,6443.55,645,98%
76561198062036566,329.78000000000003,22,100%
76561198062039159,149.85,15,100%
76561198062039624,6443.55,645,98%
76561198062042286,39.92,8,62%
76561198062042547,3868.7099999999996,129,98%
76561198062049060,6443.55,645,98%
76561198062050249,219.78,22,100%
76561198062053812,23.92,8,100%
76561198062057921,1739.1299999999999,87,94%
76561198062060401,1739.1299999999999,87,94%
76561198062063439,6443.55,645,98%
76561198062063737,54.89,11,73%
76561198062064137,6443.55,645,98%
76561198062070795,6443.55,645,98%
76561198062071932,2997.0,300,98%
76561198062072163,6443.55,645,98%
76561198062084364,4877.5599999999995,244,99%
76561198062085357,1739.1299999999999,87,94%
76561198062087254,2997.0,300,98%
76561198062088826,39.6,40,88%
76561198062089969,6443.55,645,98%
76561198062091094,139.92999999999998,7,100%
76561198062091405,6443.55,645,98%
76561198062091499,1739.1299999999999,87,94%
76561198062092084,6443.55,645,98%
76561198062092163,89.91,9,100%
76561198062092839,709.29,71,96%
76561198062093693,2997.0,300,98%
76561198062095122,2997.0,300,98%
76561198062096273,6443.55,645,98%
76561198062097459,6443.55,645,98%
76561198062098036,6443.55,645,98%
76561198062098692,6443.55,645,98%
76561198062099331,149.85,15,100%
76561198062102182,4877.5599999999995,244,99%
76561198062102483,1739.1299999999999,87,94%
76561198062102974,6443.55,645,98%
76561198062103239,1739.1299999999999,87,94%
76561198062105950,709.29,71,96%
76561198062110429,1739.1299999999999,87,94%
76561198062114029,2258.87,113,99%
76561198062114371,6443.55,645,98%
76561198062114643,709.29,71,96%
76561198062114997,6443.55,645,98%
76561198062115677,6443.55,645,98%
76561198062120246,6443.55,645,98%
76561198062121547,1739.1299999999999,87,94%
76561198062122045,6443.55,645,98%
76561198062125305,6443.55,645,98%
76561198062128993,219.78,22,100%
76561198062131528,1739.1299999999999,87,94%
76561198062133082,29.97,3,100%
76561198062134086,439.89000000000004,11,100%
76561198062136873,1739.1299999999999,87,94%
76561198062137247,6443.55,645,98%
76561198062139862,6443.55,645,98%
76561198062140925,2997.0,300,98%
76561198062147736,4877.5599999999995,244,99%
76561198062150407,6443.55,645,98%
76561198062151124,49.95,5,100%
76561198062152956,149.85,15,100%
76561198062153135,1739.1299999999999,87,94%
76561198062158594,0.0,27,93%
76561198062159787,259.74,26,100%
76561198062160824,6443.55,645,98%
76561198062161301,1739.1299999999999,87,94%
76561198062162627,709.29,71,96%
76561198062164783,39.92,8,62%
76561198062167267,709.29,71,96%
76561198062172940,339.66,34,100%
76561198062173376,2997.0,300,98%
76561198062173905,329.78000000000003,22,100%
76561198062174028,1739.1299999999999,87,94%
76561198062177156,6443.55,645,98%
76561198062177807,2258.87,113,99%
76561198062179535,39.98,2,50%
76561198062179605,4877.5599999999995,244,99%
76561198062180149,3868.7099999999996,129,98%
76561198062180186,4877.5599999999995,244,99%
76561198062180531,6443.55,645,98%
76561198062180901,6443.55,645,98%
76561198062181754,6443.55,645,98%
76561198062183529,2997.0,300,98%
76561198062185026,6443.55,645,98%
76561198062189283,359.82,18,100%
76561198062189433,6443.55,645,98%
76561198062193315,19.99,1,100%
76561198062196434,709.29,71,96%
76561198062199495,1739.1299999999999,87,94%
76561198062200661,6443.55,645,98%
76561198062201061,1739.1299999999999,87,94%
76561198062201322,24.950000000000003,5,100%
76561198062202574,6443.55,645,98%
76561198062204462,6443.55,645,98%
76561198062206091,709.29,71,96%
76561198062206278,1739.1299999999999,87,94%
76561198062206493,6443.55,645,98%
76561198062210602,24.950000000000003,5,100%
76561198062213311,1739.1299999999999,87,94%
76561198062214332,1739.1299999999999,87,94%
76561198062218641,14.97,3,100%
